Sygnatura czasowa,Jaka jest Twoja płeć,Jaki kierunek studiujesz?,Który rok studiujesz?,Wybierz stopień studiów,Wybierz tryb studiów,"Wybierz słowo, które najlepiej Ciebie opisuje (1 - Zamknięty/a w sobie, 2 - Powściągliwy/a, 3 - Śmiały/a, 4 - Wylewny/a)","Wybierz słowo, które najlepiej Ciebie opisuje (1 - Wrażliwy/a, 2 - Nieszkodliwy/a, 3 -Przebiegły/a, 4 - Dowcipny/a)","Wybierz słowo, które najlepiej Ciebie opisuje ( 1 - Uzdolniony/a artystycznie,  2 -Zrównoważony/a, 3 - Odważny/a, 4 -Rozmowny/a)","Wybierz słowo, które najlepiej Ciebie opisuje (1 - Biorący/a wszystko do siebie, 2 - Cierpliwy/a, 3 - Pochopny/a, 4 -Entuzjastyczny/a)        ","Jestem (1 - Wierny/a, 2 - Opanowany/a, 3 - Zdecydowany/a, 4 Kontaktowy/a)","Jestem (1 - Nostalgiczny, 2 - Dystansujący/a się, 3 - Niecierpliwy/a, 4 - Roztargniony/a)",stacjo_id,Czy preferujesz naukę stacjonarną?,W jakim stopniu czujesz się zmęczony/zmęczona po tygodniu nauki stacjonarnej? ,Ile minimum masz czasu na przerwę podczas nauki stacjonarnej (w minutach)?,Oceń atmosferę podczas zajęć stacjonarnych.,Oceń ergonomię swojego stanowiska pracy/nauki w trybie stacjonarnym.,Jak dużo czasu poświęcasz na samodoskonalenie się w kwestii umiejętności lub poszerzania horyzontów w trybie stacjonarnym?,"Jak często udaje Ci się zrealizować na czas zadania, które dostajesz na zajęciach praktycznych w trybie stacjonarnym?",Jak często udaje się zrealizować na czas projekty zespołowe w trybie stacjonarnym?,Jak często nie udaje Ci się zrealizować zadań do wykonania podczas nauki stacjonarnej?,Jak bardzo jesteś zmotywowany/zmotywowana do nauki w trybie stacjonarnym?,Czy czujesz się zmęczony/zmęczona po jednym dniu zajęć stacjonarnych? ,"Jaki wpływ ma miejsce, w którym się uczysz stacjonarnie na Twoją organizację nauki?",Jak oceniasz organizację nauki w trybie stacjonarnym?,Jak często pomagasz innym członkom zespołu podczas zajęć stacjonarnych?,Jak często inni członkowie zespołu udzielają pomocy Tobie podczas zajęć stacjonarnych?,Jak często występują konflikty w zespole podczas pracy zespołowej w trybie stacjonarnym?,Jak oceniasz przyrost Twojej wiedzy podczas zajęć w trybie stacjonarnym?,Jak oceniasz kontakt z prowadzącymi zajęcia w trybie stacjonarnym?,Jak bardzo jesteś skupiony/skupiona na zajęciach w trybie stacjonarnym?,Jak dobrze sobie radzisz na studiach w trybie stacjonarnym?,Czy wykonujesz dodatkowe aktywności związane z funkcjonowaniem uczelni w trybie stacjonarnym?,Czy odpowiadają Ci formy zaliczenia przedmiotów w trybie stacjonarnym?,zdal_id,Czy preferujesz naukę zdalną?,W jakim stopniu czujesz się zmęczony/zmęczona po tygodniu nauki zdalnej? ,Ile minimum masz czasu na przerwę podczas nauki zdalnej (w minutach)?,Oceń atmosferę podczas zajęć zdalnych.,Oceń ergonomię swojego stanowiska pracy/nauki w trybie zdalnym.,Jak dużo czasu poświęcasz na samodoskonalenie się w kwestii umiejętności lub poszerzania horyzontów w trybie zdalnym?,"Jak często udaje Ci się zrealizować na czas zadania, które dostajesz na zajęciach praktycznych w trybie zdalnym?",Jak często udaje się zrealizować na czas projekty zespołowe w trybie zdalnym?,Jak często nie udaje Ci się zrealizować zadań do wykonania podczas nauki zdalnej?,Jak bardzo jesteś zmotywowany/zmotywowana do nauki w trybie zdalnym?,Czy czujesz się zmęczony/zmęczona po jednym dniu zajęć zdalnych? ,"Jaki wpływ ma miejsce, w którym się uczysz zdalnie na Twoją organizację w nauki?",Jak oceniasz organizację nauki w trybie zdalnym?,Jak często pomagasz innym członkom zespołu podczas zajęć zdalnych?,Jak często inni członkowie zespołu udzielają pomocy Tobie podczas zajęć zdalnych?,Jak często występują konflikty w zespole podczas pracy zespołowej w trybie zdalnym?,Jak oceniasz przyrost Twojej wiedzy podczas zajęć w trybie zdalnym?,Jak oceniasz kontakt z prowadzącymi zajęcia w trybie zdalnym?,Jak bardzo jesteś skupiony/skupiona na zajęciach w trybie zdalnym?,Jak dobrze sobie radzisz na studiach w trybie zdalnym?,Czy wykonujesz dodatkowe aktywności związane z funkcjonowaniem uczelni w trybie zdalnym?,Czy odpowiadają Ci się formy zaliczenia przedmiotów w trybie zdalnym?,Z jakiego komunikatora korzystasz?,Czy korzystasz z kamery video podczas zajęć w pracy zdalnej?, Jak oceniasz jakość audio i video używanego komunikatora? ,Jak oceniasz jakość komunikatora używanego przez Twoją uczelnię? ,Czy masz problemy ze zrozumieniem kontekstu wypowiedzi podczas porozumiewania się przez komunikator? 
2020/12/02 3:30:59 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,2,1,3,1,3,51,Nie ma to dla mnie znaczenia,4,15,4,4,3,4,4,4,3,2,3,4,3,3,4,3,3,4,4,Nie,3,51,Nie ma to dla mnie znaczenia,3,15,4,4,4,3,4,4,3,2,4,5,4,4,4,3,3,2,4,Nie,4,Microsoft teams,Nie,4,4,4
2020/12/02 3:31:28 PM CET,Mężczyzna,Informatyka,5,Inżynier,Stacjonarnie,1,1,2,1,1,4,52,Nie ma to dla mnie znaczenia,3,150,4,4,3,5,5,5,1,1,4,2,5,2,5,3,3,1,4,Tak,3,52,Nie ma to dla mnie znaczenia,4,150,4,4,3,5,4,5,1,1,4,2,5,1,1,3,3,1,4,Tak,3,Microsoft teams,Nie,5,4,5
2020/12/02 3:32:22 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,1,2,2,1,1,53,Nie ma to dla mnie znaczenia,4,15,4,3,3,4,4,2,3,4,3,4,2,1,2,4,4,4,4,Nie,3,53,Nie ma to dla mnie znaczenia,3,30,5,5,4,5,5,5,5,3,4,3,4,1,5,4,3,3,5,Nie,5,Microsoft teams,Nie,5,5,4
2020/12/02 3:32:29 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,4,2,3,1,3,54,Nie ma to dla mnie znaczenia,2,30,4,4,5,5,3,4,4,4,4,4,3,4,2,5,4,3,3,Nie,4,54,Tak,5,150,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/02 3:32:31 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,4,2,4,4,4,4,55,Nie ma to dla mnie znaczenia,3,30,4,3,2,4,4,4,3,5,3,4,4,4,3,3,3,3,4,Nie,3,55,Tak,3,15,5,5,4,4,5,5,4,3,5,4,4,4,4,4,4,4,5,Tak,5,Microsoft teams,Nie,5,4,3
2020/12/02 3:37:26 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,3,1,1,1,1,3,56,Tak,2,30,3,3,2,4,4,3,3,2,2,4,4,4,5,4,3,3,4,Tak,2,56,Nie,1,30,3,2,1,3,4,3,2,2,1,2,4,4,5,3,3,2,3,Nie,2,Microsoft teams,Nie,2,2,2
2020/12/02 3:42:01 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,3,3,2,2,3,2,57,Tak,4,30,5,3,1,5,5,1,5,3,4,4,4,4,2,4,3,2,5,Nie,3,57,Tak,4,30,5,4,2,5,5,4,5,4,4,5,5,5,2,4,5,2,5,Nie,5,Microsoft teams,Nie,5,5,3
2020/12/02 3:53:33 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,3,3,3,4,4,2,58,Tak,5,30,5,4,4,5,5,5,5,5,5,5,3,4,4,4,5,4,4,Nie,5,58,Nie,3,30,3,2,3,3,3,3,3,3,2,3,3,3,5,3,2,2,3,Nie,4,Microsoft teams,Nie,4,4,4
2020/12/02 3:55:36 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,4,4,1,2,4,59,Tak,3,30,3,3,3,4,3,3,4,3,3,3,4,4,4,4,3,3,4,Tak,3,59,Nie,4,30,3,4,3,3,3,2,3,3,3,3,5,5,4,3,4,3,3,Nie,3,Discord,Nie,4,3,4
2020/12/02 4:01:18 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,3,1,1,2,4,1,60,Nie,3,15,4,5,1,5,5,5,3,5,3,3,4,2,5,4,5,5,4,Tak,4,60,Tak,4,0,3,4,2,5,5,1,3,5,5,3,4,2,1,3,3,3,4,Tak,4,Microsoft teams,Nie,5,5,5
2020/12/02 4:03:45 PM CET,Kobieta,Informatyka,3,Licencjat,Stacjonarnie,1,1,2,1,1,2,61,Nie,1,0,3,1,5,3,3,3,1,1,1,3,5,5,5,1,3,1,5,Nie,3,61,Tak,2,0,5,5,5,5,5,5,2,2,5,5,4,4,5,2,5,1,5,Nie,5,Microsoft teams,Nie,5,5,4
2020/12/02 4:09:24 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,3,2,2,2,1,62,Nie ma to dla mnie znaczenia,1,30,3,5,2,1,2,3,1,3,3,3,2,1,5,1,4,2,3,Nie,5,62,Nie ma to dla mnie znaczenia,2,30,3,3,3,3,3,3,1,3,3,2,1,1,5,2,5,1,1,Nie,5,Microsoft teams,Nie,4,4,4
2020/12/02 4:12:56 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,2,2,1,2,2,63,Nie,3,30,3,1,2,4,5,4,1,3,1,2,4,4,3,3,4,3,3,Nie,3,63,Tak,5,15,2,4,5,2,3,2,4,5,4,2,4,4,5,4,1,2,4,Nie,5,Discord,Nie,4,2,4
2020/12/02 4:24:28 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,3,4,2,3,2,64,Nie,2,30,4,4,1,4,4,4,3,2,3,5,2,2,5,3,5,4,3,Nie,4,64,Nie,2,15,3,5,2,2,4,1,3,2,3,2,4,4,3,3,2,3,2,Nie,2,Microsoft teams,Nie,5,5,5
2020/12/02 4:50:09 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,2,1,2,2,4,65,Nie,3,30,4,4,3,5,5,5,3,3,3,3,3,3,5,3,2,2,3,Nie,3,65,Nie,3,30,3,4,3,5,5,5,2,3,3,2,3,3,5,2,2,1,3,Nie,3,Microsoft teams,Nie,1,1,3
2020/12/02 5:02:40 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,3,3,1,4,1,1,66,Nie,5,0,1,1,3,1,1,1,1,1,1,1,5,5,1,1,3,2,2,Tak,1,66,Tak,5,30,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,Tak,5,Microsoft teams,Tak,4,5,5
2020/12/02 5:04:42 PM CET,Mężczyzna,Prawo,3,Magister,Stacjonarnie,3,1,3,4,4,1,67,Nie ma to dla mnie znaczenia,2,15,3,4,4,4,4,4,4,3,3,4,5,3,4,4,3,4,3,Tak,3,67,Nie ma to dla mnie znaczenia,4,15,4,3,5,4,4,4,2,4,3,2,4,2,4,3,5,3,4,Tak,4,Microsoft teams,Nie,4,4,4
2020/12/02 5:08:28 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,3,2,1,3,1,68,Nie ma to dla mnie znaczenia,4,30,3,3,3,4,3,4,1,2,3,2,3,3,5,2,3,2,2,Nie,2,68,Tak,5,30,4,5,4,1,2,2,1,1,3,1,4,4,5,1,1,1,2,Nie,2,Microsoft teams,Nie,2,2,2
2020/12/02 5:11:17 PM CET,Mężczyzna,Informatyka w biznesie,2,Licencjat,Stacjonarnie,2,2,2,1,2,2,69,Tak,4,15,5,4,4,4,4,4,4,5,3,5,4,5,2,4,4,4,4,Nie,3,69,Tak,3,15,3,3,3,4,4,4,4,4,4,4,3,4,2,4,3,2,5,Nie,5,Microsoft teams,Tak,4,4,2
2020/12/02 5:16:08 PM CET,Kobieta,Wychowanie fizyczne,3,Licencjat,Stacjonarnie,4,4,1,3,4,3,70,Nie,4,15,4,3,2,5,5,5,3,2,2,3,3,2,4,3,4,3,4,Tak,3,70,Tak,3,30,4,5,2,5,5,5,2,3,5,4,2,2,5,2,5,2,4,Nie,4,Microsoft teams,Nie,4,4,4
2020/12/02 5:18:30 PM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,2,2,2,2,2,2,71,Nie ma to dla mnie znaczenia,2,30,3,3,2,4,3,5,3,4,3,3,3,2,4,4,4,3,3,Tak,3,71,Tak,3,15,3,5,2,4,4,4,3,3,3,3,3,3,3,4,3,4,3,Tak,3,Microsoft teams,Tak,4,4,3
2020/12/02 5:35:58 PM CET,Mężczyzna,Ekonomia,3,Licencjat,Stacjonarnie,3,4,2,2,4,3,72,Nie,5,15,5,5,5,5,5,5,5,4,4,4,3,4,5,4,3,3,4,Tak,5,72,Tak,3,15,5,5,5,5,5,5,4,5,4,5,3,4,5,4,5,3,4,Tak,5,Microsoft teams,Tak,5,4,5
2020/12/02 5:36:05 PM CET,Mężczyzna,Informatyka w biznesie,3,Licencjat,Niestacjonarnie,2,2,2,4,4,3,73,Tak,3,15,3,4,2,4,4,4,3,3,4,3,5,2,5,4,4,3,4,Tak,5,73,Nie,4,30,2,2,2,3,3,4,1,4,2,2,3,3,5,1,2,1,3,Nie,4,Microsoft teams,Nie,3,4,4
2020/12/02 6:08:15 PM CET,Kobieta,kognitywistyka komunikacji,2,Licencjat,Niestacjonarnie,3,1,3,4,1,3,74,Tak,5,15,5,5,4,4,5,4,4,5,4,4,3,2,4,5,4,4,5,Nie,4,74,Nie,1,15,2,2,4,2,4,2,1,2,2,1,4,2,2,1,2,1,4,Nie,3,Microsoft teams,Nie,4,4,5
2020/12/02 6:25:39 PM CET,Mężczyzna,Automatyka i Robotyka,2,Inżynier,Stacjonarnie,3,4,4,4,1,1,75,Nie,2,0,3,2,5,2,2,2,3,1,3,3,2,4,4,2,3,2,2,Nie,4,75,Nie,2,0,3,3,5,3,2,4,3,1,2,3,2,4,4,3,3,2,3,Nie,4,Microsoft teams,Nie,4,4,3
2020/12/02 7:11:19 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,1,2,1,1,4,76,Tak,3,15,4,3,4,4,4,4,3,2,3,3,5,4,2,4,5,4,4,Nie,4,76,Nie,5,0,2,4,1,3,3,3,2,2,2,4,5,5,3,2,3,1,4,Nie,4,Microsoft teams,Tak,3,3,2
2020/12/02 7:12:33 PM CET,Mężczyzna,Informatyka i Ekonometria,1,Magister,Stacjonarnie,3,4,4,4,4,2,77,Nie ma to dla mnie znaczenia,4,30,5,4,5,4,4,1,3,4,3,3,3,2,3,3,3,3,3,Tak,3,77,Nie ma to dla mnie znaczenia,3,30,2,4,5,4,3,3,3,3,3,3,3,3,3,2,2,2,4,Tak,3,Microsoft teams,Nie,3,3,3
2020/12/02 7:27:25 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,2,2,2,2,4,78,Nie ma to dla mnie znaczenia,5,15,3,1,4,3,2,3,2,2,3,3,4,4,5,3,3,2,3,Nie,3,78,Tak,4,60,3,3,4,3,2,2,2,2,2,2,4,4,5,3,4,2,3,Nie,4,Discord,Nie,4,4,4
2020/12/02 8:41:40 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,3,1,2,2,2,2,79,Nie,3,60,3,5,1,3,3,4,1,2,3,3,2,2,3,3,3,3,3,Nie,2,79,Tak,4,30,5,5,5,4,5,4,5,5,5,5,4,5,5,4,4,5,5,Nie,4,Microsoft teams,Nie,5,5,4
2020/12/02 10:04:36 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,2,2,1,2,3,80,Tak,3,15,4,4,1,1,2,5,1,2,3,4,3,4,5,2,3,3,4,Nie,4,80,Nie,1,15,2,1,1,5,4,5,1,1,1,3,4,4,5,1,3,1,2,Nie,3,Microsoft teams,Nie,3,3,5
2020/12/02 11:36:05 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,3,4,4,4,4,4,81,Nie,3,15,4,2,2,3,5,3,4,2,2,3,2,4,5,3,4,4,4,Nie,3,81,Tak,3,30,3,5,4,4,5,2,4,2,4,4,4,5,5,4,4,3,4,Nie,4,Microsoft teams,Nie,4,5,5
2020/12/02 11:46:00 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,1,2,1,3,2,82,Tak,3,15,5,4,4,5,5,5,4,3,5,4,4,4,5,5,5,5,4,Nie,4,82,Nie,2,15,2,5,5,4,5,4,3,2,5,3,5,4,3,3,2,2,5,Nie,3,Microsoft teams,Tak,4,4,3
2020/12/03 10:23:35 AM CET,Mężczyzna,Informatyka,3,Licencjat,Stacjonarnie,2,3,1,4,1,4,83,Nie,1,15,2,3,3,1,3,5,2,3,4,4,2,3,5,2,4,4,2,Nie,4,83,Tak,5,30,3,5,5,4,5,1,4,5,5,3,4,5,5,4,5,4,5,Nie,5,Microsoft teams,Nie,5,4,5
2020/12/03 2:01:40 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,4,3,1,1,4,1,84,Tak,2,30,5,4,2,3,3,4,3,4,4,4,5,5,5,5,5,3,5,Nie,4,84,Nie,5,0,3,2,1,1,1,1,1,1,4,2,2,4,5,3,1,2,3,Nie,2,Microsoft teams,Nie,1,1,1
2020/12/03 2:03:11 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,1,2,3,3,3,85,Tak,1,30,4,1,3,4,4,4,4,4,4,4,2,3,3,4,3,4,3,Tak,5,85,Nie,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Nie,1,Microsoft teams,Tak,3,1,3
2020/12/03 2:07:05 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,4,1,2,1,4,86,Nie,2,30,4,5,2,4,3,4,2,1,4,4,5,5,4,3,5,4,5,Tak,2,86,Tak,3,15,3,5,5,3,4,5,4,3,4,5,5,5,4,4,3,2,5,Tak,5,Microsoft teams,Nie,5,4,5
2020/12/03 11:53:33 PM CET,Kobieta,Informatyka,2,Inżynier,Stacjonarnie,4,1,4,4,4,1,87,Tak,5,15,3,3,2,4,5,2,3,3,5,3,4,2,2,3,2,3,4,Nie,4,87,Tak,3,15,3,4,3,4,4,1,3,3,5,1,3,2,1,2,1,3,4,Nie,4,Microsoft teams,Nie,3,3,4
2020/12/05 4:25:51 PM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,1,4,2,1,1,2,88,Tak,5,15,5,5,4,4,4,2,4,5,5,5,5,5,2,5,5,5,5,Tak,5,88,Nie,1,15,1,2,2,3,3,3,1,5,2,3,2,2,3,2,1,2,1,Nie,1,Microsoft teams,Nie,5,5,2
2020/12/05 7:49:33 PM CET,Mężczyzna,Informatyka,3,Inżynier,Stacjonarnie,2,2,3,2,3,2,89,Nie ma to dla mnie znaczenia,4,15,4,1,1,4,5,5,2,4,3,3,2,1,5,3,5,5,4,Nie,3,89,Nie ma to dla mnie znaczenia,4,30,4,5,1,1,5,5,5,3,4,4,3,2,5,3,4,4,5,Nie,4,Microsoft teams,Nie,3,2,3
2020/12/08 10:58:28 AM CET,Mężczyzna,Informatyka,6,Doktorat,Stacjonarnie,3,1,2,4,1,1,90,Tak,3,30,5,1,4,5,5,5,4,2,2,4,5,5,5,5,5,5,5,Tak,5,90,Nie,1,15,1,5,4,5,5,5,4,1,5,2,3,1,5,3,1,5,3,Tak,4,Microsoft teams,Tak,5,1,3
2020/12/16 8:39:18 PM CET,Kobieta,Technologia żywności i żywienie człowieka ,1,Inżynier,Stacjonarnie,1,1,2,1,1,2,91,Nie,1,30,3,3,3,3,5,5,2,1,3,3,3,4,5,3,3,2,2,Tak,3,91,Tak,4,15,4,4,5,5,5,5,4,4,5,4,4,4,5,4,4,4,5,Tak,5,Microsoft teams,Nie,3,3,4
2020/12/16 11:48:54 PM CET,Kobieta,Mechatronika,1,Inżynier,Stacjonarnie,3,1,3,3,4,4,92,Tak,5,15,3,3,3,4,4,3,5,5,4,5,4,3,5,5,5,5,5,Tak,2,92,Nie,1,150,5,5,3,5,1,5,1,1,2,2,4,4,1,1,1,1,2,Tak,5,Microsoft teams,Nie,3,3,2
2020/12/17 12:44:13 AM CET,Mężczyzna,Informatyka,2,Inżynier,Stacjonarnie,1,1,3,2,1,1,93,Tak,3,30,5,4,5,5,4,5,4,2,5,4,4,5,5,4,4,5,4,Nie,2,93,Nie,1,30,2,5,5,3,3,3,2,2,5,2,5,3,4,2,2,1,4,Nie,5,Microsoft teams,Tak,5,5,5
2020/12/17 12:50:53 AM CET,Kobieta,Biotechnologia ,1,Licencjat,Stacjonarnie,1,1,2,2,2,1,94,Tak,2,30,5,4,4,4,2,4,3,3,4,4,2,4,4,4,5,4,3,Nie,5,94,Nie ma to dla mnie znaczenia,2,30,5,4,4,4,2,4,3,3,4,5,2,4,3,4,5,4,3,Nie,5,Microsoft teams,Nie,4,4,3
2020/12/17 10:29:08 AM CET,Kobieta,Biotechnologia,1,Inżynier,Stacjonarnie,1,4,3,2,1,4,95,Tak,1,30,4,2,2,4,4,5,2,3,1,4,4,4,4,3,3,3,3,Nie,4,95,Tak,3,120,5,5,4,5,5,5,5,3,3,4,5,5,5,5,5,5,5,Tak,5,Microsoft teams,Tak,5,5,4
2020/12/17 7:21:29 PM CET,Mężczyzna,Zarządzanie,1,Magister,Niestacjonarnie,2,2,2,2,2,3,96,Nie,5,150,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Nie,1,96,Tak,5,120,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,Nie,5,Microsoft teams,Nie,5,5,5
2020/12/17 11:20:39 PM CET,Mężczyzna,logistyka,1,Inżynier,Stacjonarnie,3,4,4,4,1,3,97,Tak,3,15,5,4,3,5,5,5,3,3,4,4,4,4,4,4,5,4,4,Nie,5,97,Nie,5,15,5,5,1,5,5,5,2,5,3,5,4,4,4,3,5,2,4,Nie,5,Microsoft teams,Nie,4,4,5
2020/12/18 9:48:37 AM CET,Kobieta,Architektura,1,Inżynier,Stacjonarnie,3,3,3,2,2,3,98,Tak,3,15,5,5,4,4,4,3,4,3,4,4,4,5,4,5,5,5,3,Tak,3,98,Nie,1,15,3,1,4,2,4,2,1,2,1,2,5,5,4,1,4,1,3,Nie,3,Microsoft teams,Nie,2,3,4
2020/12/18 10:03:02 AM CET,Mężczyzna,Rolnictwo,1,Inżynier,Stacjonarnie,2,2,4,3,4,3,99,Nie,4,15,3,2,1,3,3,4,2,4,3,2,4,4,5,3,3,3,4,Tak,4,99,Tak,5,30,5,4,3,3,3,4,2,4,4,4,5,3,5,4,4,3,4,Tak,5,Microsoft teams,Nie,4,4,4
2020/12/18 10:08:43 AM CET,Mężczyzna,Budownictwo,1,Inżynier,Niestacjonarnie,3,3,3,3,3,3,100,Tak,2,15,4,4,4,4,4,4,4,2,3,4,4,3,5,4,4,5,4,Nie,3,100,Nie,2,0,2,3,3,3,3,3,3,2,3,2,4,4,5,3,2,2,3,Nie,5,Microsoft teams,Nie,3,3,4
2020/12/18 10:11:14 AM CET,Kobieta,Budownictwo ,1,Inżynier,Stacjonarnie,2,1,2,1,2,2,101,Nie ma to dla mnie znaczenia,1,15,4,3,5,4,5,5,4,2,2,4,3,3,5,2,3,4,3,Nie,5,101,Nie ma to dla mnie znaczenia,3,30,5,4,2,5,5,5,5,3,5,5,3,3,5,3,5,4,4,Nie,4,Microsoft teams,Tak,4,4,4
2020/12/18 10:11:50 AM CET,Mężczyzna,Engineering,1,Magister,Stacjonarnie,2,1,2,2,3,1,102,Nie ma to dla mnie znaczenia,2,15,3,3,1,2,2,1,4,4,3,3,2,1,5,1,4,1,2,Nie,3,102,Nie,2,15,3,3,2,3,2,1,2,1,2,3,2,1,5,1,4,1,1,Nie,3,Microsoft teams,Nie,4,4,4
2020/12/18 10:19:28 AM CET,Kobieta,Budownictwo,1,Inżynier,Stacjonarnie,3,4,4,2,1,1,103,Nie ma to dla mnie znaczenia,2,60,4,4,2,3,4,4,5,2,4,4,5,4,5,4,5,5,4,Nie,2,103,Tak,5,30,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,4,5,Nie,5,Microsoft teams,Tak,5,5,5
2020/12/18 10:23:03 AM CET,Kobieta,Budownictwo,2,Magister,Niestacjonarnie,3,4,4,4,4,3,104,Tak,1,15,5,4,2,5,5,1,5,1,5,5,5,5,5,5,5,3,3,Tak,1,104,Nie,1,30,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,Nie,5,Microsoft teams,Tak,3,3,1
2020/12/18 10:23:52 AM CET,Mężczyzna,Budownictwo ,1,Inżynier,Stacjonarnie,3,4,2,2,3,4,105,Nie,2,15,5,3,3,4,5,4,3,2,2,2,5,5,5,4,5,4,5,Nie,3,105,Tak,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Nie,5,Microsoft teams,Tak,5,5,5
2020/12/18 10:24:35 AM CET,Kobieta,Ochrona Środowiska,2,Inżynier,Stacjonarnie,3,4,2,2,3,4,106,Tak,3,30,4,3,3,4,4,5,4,3,4,4,3,3,4,5,4,3,4,Nie,3,106,Nie ma to dla mnie znaczenia,5,15,3,5,2,3,3,4,1,5,3,2,3,3,4,1,1,1,3,Nie,5,Microsoft teams,Nie,4,3,3
2020/12/18 10:26:08 AM CET,Mężczyzna,Budownictwo,1,Inżynier,Stacjonarnie,3,2,4,4,2,2,107,Tak,5,15,5,4,2,4,4,4,5,4,5,4,5,5,3,5,4,4,5,Nie,5,107,Tak,1,0,3,2,5,2,2,2,2,2,3,3,4,4,4,2,2,2,2,Nie,3,Microsoft teams,Nie,4,4,4
2020/12/18 10:28:33 AM CET,Mężczyzna,Technologia chemiczna ,1,Inżynier,Stacjonarnie,3,4,2,4,2,2,108,Nie,5,15,1,1,4,1,2,5,1,5,2,5,4,4,3,1,1,1,2,Tak,4,108,Nie,5,15,1,1,1,1,2,2,1,5,1,1,4,3,3,1,1,1,1,Tak,1,Microsoft teams,Nie,3,3,2
2020/12/18 10:28:55 AM CET,Kobieta,Nanotechnologia,4,Inżynier,Stacjonarnie,2,2,2,1,1,3,109,Nie ma to dla mnie znaczenia,2,15,5,5,5,5,5,5,5,2,4,5,4,4,4,5,5,5,5,Tak,5,109,Nie ma to dla mnie znaczenia,3,15,5,4,5,5,5,5,5,2,4,4,4,4,4,4,5,4,5,Tak,4,Microsoft teams,Nie,4,4,5
2020/12/18 10:29:58 AM CET,Kobieta,zarządzanie i inżynieria produkcji,1,Inżynier,Niestacjonarnie,3,1,2,2,3,1,110,Nie,3,15,5,3,1,5,5,2,5,5,4,4,5,3,4,4,4,3,5,Nie,5,110,Tak,3,30,5,5,5,4,5,5,4,4,5,5,5,4,5,4,4,4,5,Nie,2,Microsoft teams,Tak,5,5,5
2020/12/18 10:30:07 AM CET,Kobieta,Technologia Chemiczna,1,Inżynier,Stacjonarnie,2,1,2,1,4,1,111,Tak,3,15,5,4,3,4,3,4,4,4,5,4,5,4,4,4,5,5,5,Nie,5,111,Nie,1,15,2,4,2,4,4,2,1,1,2,2,5,5,3,2,3,2,2,Nie,1,Microsoft teams,Tak,4,4,5
2020/12/18 10:30:19 AM CET,Mężczyzna,technologia chemiczna,1,Inżynier,Stacjonarnie,2,4,4,2,2,4,112,Tak,3,15,4,4,4,5,5,1,5,2,4,5,4,4,2,5,4,4,4,Nie,5,112,Nie,4,15,2,1,4,3,4,3,1,2,3,2,4,3,2,2,3,1,3,Nie,1,Microsoft teams,Nie,5,5,2
